项目,文件名,日期,原文件名,大小,描述,置信度,时长秒,分辨率,帧率,有无音轨,重复于,可用起点秒,可用终点秒,功能位,画质等级,画面元素,镜头特征,工序阶段,脱敏风险,缩略图路径,标注执行者,标注日期,复核状态
化工群,化工_现场施工_260717_018.jpg,260717,4cb5d20af1c6dadcc318a3b9a895cb71.jpg,583743,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260608_003.jpg,260608,4ce89372414cacd1be765abd6e30a885.jpg,377647,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260711_004.jpg,260711,4d3c596dae8adeeefe1fb1f35e076dc5.jpg,459920,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260628_004.jpg,260628,4d44e5c2a18e49131a835b3a656d0543.jpg,431052,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260611_007.jpg,260611,4d792b331d747f762dfca22393a66f16.jpg,520155,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260620_005.jpg,260620,4da5da8ba2f65e7601c1fc77cf02e436.jpg,846470,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260627_001.jpg,260627,4df6cddfb06884c7dcb7e9d00e59b69f.jpg,543556,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260601_006.jpg,260601,4e871e0136edfb1f115fa9af05094bee.jpg,944395,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260615_004.jpg,260615,4f44719df2dd50fe2659e870e386fb62.jpg,574162,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260721_003.jpg,260721,4f94186d99fb63ffa8fa030e6491221d.jpg,613800,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260530_006.jpg,260530,50105f8330de50d392e4705934278b0e.jpg,782570,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_验收_260703_001.jpg,260703,504c50eb0af3ae19f83a464d0b11fc4b.jpg,572745,验收,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260530_007.jpg,260530,50c3eb384427396f95cb5cf14d2b66b6.jpg,748087,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260615_005.jpg,260615,50dcd31d915233f4c48260367b459bb3.jpg,354744,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260625_008.jpg,260625,5109fc17395ad7872c03364e70a5e2a5.jpg,225626,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260613_012.jpg,260613,515ef82a29a765926371f7f0f30e281a.jpg,902940,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_纯碱新增6789检查井_260726_003.jpg,260726,517eddd8d1c48c42eab8f326e9334261.jpg,304069,纯碱新增6789检查井,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260617_008.jpg,260617,51b6f11e87da5d38b578482d5f760f14.jpg,351998,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260801_001.jpg,260801,51e4c4e46a412274832fc663d816ca74.jpg,407569,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260608_004.jpg,260608,51eb73c711f362d23fd967e84ddc64c9.jpg,526605,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260816_001.jpg,260816,520e3184ee969ddbe255318acba84fa8.jpg,359392,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260703_011.jpg,260703,530057940fc8f136e190afac8febdb41.jpg,271988,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260711_005.jpg,260711,542d6ebca10788ae9ea7032dd414a5b7.jpg,542330,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260701_005.jpg,260701,5465425512a154936e3b7e6e9eaf656f.jpg,489039,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260529_002.jpg,260529,54cdea3928e416903308a5cde2757c94.jpg,949713,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260807_003.jpg,260807,54cea177ef8974b08cd5d8b752f3c2de.jpg,879761,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260708_006.jpg,260708,5540ad92827da084be99ef475ba4cfeb.jpg,497485,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_氯化铵5 6 8#污水池_260711_003.jpg,260711,558bdaede69b98705eb858d365056bb3.jpg,569647,氯化铵5 6 8#污水池,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260611_008.jpg,260611,55d3d2c921848cb9c9a1772070bd56ad.jpg,445976,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260610_007.jpg,260610,560189c2bc003700f0d038da1a1356dd.jpg,1475279,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260618_007.jpg,260618,560a4fc23767a6776960d3d13132b0ef.jpg,322071,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260604_004.jpg,260604,563fe9b203ff530aca9e88ceccce456d.jpg,758048,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260703_012.jpg,260703,5669038e7947a9e81a278d326a427111.jpg,375509,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260630_004.jpg,260630,567e0f33707bfa26ed6d593e0c68d574.jpg,155422,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260716_015.jpg,260716,56f1801ce12db24c4b339733c6cf70c6.jpg,523266,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260723_006.jpg,260723,56f72b3830112707349ad4e85f5b4c56.jpg,373486,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260804_004.jpg,260804,5731c75565da15e10a1686d3262926ee.jpg,493026,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260605_004.jpg,260605,576600984f5dd6db0ca5d5d3066ea6dc.jpg,818512,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260618_008.jpg,260618,577754892b791daa89e1dbe9eddc2968.jpg,473656,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_氯化铵8-14#盖板_260816_005.jpg,260816,57b6ed5b7a817017b47064e2648792a0.jpg,490123,氯化铵8-14#盖板,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_氯化铵_260803_002.jpg,260803,57fa0a1af3450bcf9d75e2b60ddc37ed.jpg,540443,氯化铵,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_验收_260703_002.jpg,260703,58836d55d98e55cc0b990d14a82bf808.jpg,542724,验收,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260611_009.jpg,260611,5885f81f4a769648e9900ba448ba967d.jpg,403103,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260709_002.jpg,260709,588997d9b4a8c4e488e5dfd1a12e7380.jpg,1021731,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260715_007.jpg,260715,58ae6891e4d52a90022467c66af9dec8.jpg,661962,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_纯碱3号池子_260626_003.jpg,260626,595e183c7231dc7133131713eab56a4a.jpg,209872,纯碱3号池子,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260710_003.jpg,260710,596e478dfeb2bf85be51ed23cddbb3cb.jpg,837295,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260608_005.jpg,260608,599122cf1519ed0643dcbcd186d0536d.jpg,361420,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260622_005.jpg,260622,5a104777314ea9a9a38391f7f5c969cc.jpg,326871,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260730_001.jpg,260730,5a2389553502947add01b870252d87af.jpg,446359,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_氯化铵2号_260628_001.jpg,260628,5a2e69e463a5e5a2f956e0a53cde54f5.jpg,417504,氯化铵2号,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260711_006.jpg,260711,5b002b581a44afa6e5a5b99cf7ea07f6.jpg,885392,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260701_006.jpg,260701,5b51be700d9a4d7cf07090b37c8238bf.jpg,429150,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260607_001.jpg,260607,5b5ea55d6c613bf60435cb6b840d61b7.jpg,432678,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260715_008.jpg,260715,5b8e9702a6e4d612fd07708383980c73.jpg,350744,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260617_009.jpg,260617,5bb00743a28d7bd44777d71ed8a47b84.jpg,538958,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260711_007.jpg,260711,5bcc2dbd727ee761a45d4385ad36d11a.jpg,479741,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260709_003.jpg,260709,5bd71c0f48f0bf5ca501dd799a7d261a.jpg,635345,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260620_006.jpg,260620,5c0a0dda7c34d9f9b2029fa2a1521f2c.jpg,360044,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260716_016.jpg,260716,5c2a599cb1d5bcaebb75d7357b01b175.jpg,737544,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260617_010.jpg,260617,5ca52af8facda51753c3c6384f63ab50.jpg,443166,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260611_010.jpg,260611,5ccd3d80fa68e65f608063eb0dd9d84f.jpg,866922,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260707_005.jpg,260707,5d0e87c3a24d71917899ca4b4860a56c.jpg,1010767,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260625_009.jpg,260625,5d68b8e09149f25fe30899fbffa13708.jpg,409964,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260708_007.jpg,260708,5da404350d824d99de20d0d8d1692d97.jpg,1181753,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260613_013.jpg,260613,5dd49905227d70032f9ff4c79e636d40.jpg,481519,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260630_005.jpg,260630,5df2812bb4484138475ba4ae0de321b8.jpg,202918,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260612_012.jpg,260612,5df391f717d44b6f4279a57f61d5db30.jpg,1426484,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260606_002.jpg,260606,5eade61b347bab2a0763489ffb5734f8.jpg,335185,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260717_019.jpg,260717,5ef5869245cdc8270c1de60047aada9b.jpg,556127,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260531_007.jpg,260531,5f2e0e907e5ed3490891c354eb5efb9d.jpg,477745,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_氯化铵新增检查井盖板验收_260818_003.jpg,260818,5f32243c6abbcb80aa62005b5c536546.jpg,474111,氯化铵新增检查井盖板验收,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_纯碱3号池子_260626_004.jpg,260626,5f68fa55a0c5c74505771f7b5cf93965.jpg,458928,纯碱3号池子,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260708_008.jpg,260708,5fb91e9f823189826c8b1f132b906ac3.jpg,1497891,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_纯碱2号_260715_002.jpg,260715,5fe0ca1c647ebce13b0a6ffcd433c5e9.jpg,530115,纯碱2号,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260609_005.jpg,260609,5fe4d61b1f97ceed9e48fdc8cf121053.jpg,229887,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_氯化铵4# 9#污水池_260714_002.jpg,260714,612aeca46d5bbd9ef11b93ead80c941b.jpg,398145,氯化铵4# 9#污水池,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260630_006.jpg,260630,6157f03b6728db2b9166352636ad3641.jpg,591488,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260602_002.jpg,260602,61cc074eea45eaed47ae7dec2dd21a34.jpg,384650,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260606_003.jpg,260606,61f94c54c7847137a6fa3c0801a56c0e.jpg,499645,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260710_004.jpg,260710,61fd5ef215bb39190b98c3b5cd5005f3.jpg,910225,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260701_007.jpg,260701,6302dd62a9d75c1b0ab73a00e213a2fe.jpg,498600,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260721_004.jpg,260721,6346cb5a412816373333bce9161735ef.jpg,571130,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260711_008.jpg,260711,63b2b7688176ae29b02cd7d9101635b9.jpg,448680,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_检查井盖板_260808_004.jpg,260808,6408bbb6c94c3f8d88ae631c5d57da4b.jpg,528633,检查井盖板,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_纯碱污水池_260715_002.jpg,260715,641dfbe106d3d5ede7905c1d9b67e5ed.jpg,481920,纯碱污水池,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260714_008.jpg,260714,64919679755ba73929d0c54912bc6d86.jpg,922423,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260601_007.jpg,260601,64cbd9a1c361ffaf819eef3eb48a9fc8.jpg,366032,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_氯化铵12#_260724_001.jpg,260724,64f7c1b271a30ff6afb3035b4d18953f.jpg,522645,氯化铵12#,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260701_008.jpg,260701,651773df4321692d353c6897a24ae12a.jpg,499341,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260607_002.jpg,260607,6522b4524240c3060a579e971b9c495c.jpg,448140,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260726_005.jpg,260726,6547a6ecea64ac0db9fb7c2d898f90e5.jpg,557930,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_纯碱3#_260715_003.jpg,260715,65e615443c6126da96338447e575e41c.jpg,459025,纯碱3#,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_纯碱沟槽_260626_002.jpg,260626,65ef2ea3d87e942bf0b957af8f31be2b.jpg,511484,纯碱沟槽,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260716_017.jpg,260716,66220b0ea9f6722daddc0a53b4ee3e54.jpg,437407,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260713_001.jpg,260713,669f30e6682b03d4a00b00a04146a4ef.jpg,447739,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260705_007.jpg,260705,672e834f7cd2569a8329e90b0dd46eb6.jpg,541939,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260717_020.jpg,260717,673fc8b3cff2d3edf537b8aa2fd449cb.jpg,668754,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260716_018.jpg,260716,6752039e47cbd3433b7e21109efee19f.jpg,1235333,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260616_002.jpg,260616,68178d4028b7b9b7bab8b16da6f6938b.jpg,337672,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260618_009.jpg,260618,6853c24d0d630e1e7d25550ba96aee5f.jpg,8285185,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260709_004.jpg,260709,68957d61d62f9de6cc2c5adbaa468412.jpg,926738,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_氯化铵4-6号污水池、应急污水池盖板验收_260818_002.jpg,260818,68b010f5384a1e3057e4c0e04ce0f07f.jpg,535782,氯化铵4-6号污水池、应急污水池盖板验收,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260730_002.jpg,260730,68d0e6b10c529409f7286b95d353c69d.jpg,1610579,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260609_006.jpg,260609,69471616e5a53ab9b0f607f230294e3b.jpg,432594,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_煤油实验_260628_001.jpg,260628,69a24dd215408f1c447f69eeee4ebba9.jpg,613329,煤油实验,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260703_013.jpg,260703,69d4704949093c96070631a9add61113.jpg,186607,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260708_009.jpg,260708,69f94584c4aeef3c6f4843ce0c5c3a89.jpg,412321,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260604_005.jpg,260604,6a90439273d5b7acc0558e71d64e8f53.jpg,853053,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260622_006.jpg,260622,6aa8d6b03a44bd52ee65ff49ec9fba95.jpg,444165,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260530_008.jpg,260530,6abfecbcd8b43edbaf7338cdde77fa78.jpg,662572,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260724_004.jpg,260724,6afe4e4a57e7d1e7ab792abb309e57eb.jpg,347069,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260604_006.jpg,260604,6b7d456aee7cb2b5e41df96aeb92a130.jpg,829070,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_J-01、J-02、J-03_260717_002.jpg,260717,6c172cbd491fc91def0776b972af5a83.jpg,366481,J-01、J-02、J-03,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260704_004.jpg,260704,6c883906081bb1ba7834d071571ca000.jpg,350068,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260611_011.jpg,260611,6c9ff6f899a4ba74fe585f8666a1ec54.jpg,524685,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260527_001.jpg,260527,6ca6d115ec98b06b74c08a062e536d9c.jpg,332383,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260528_003.jpg,260528,6ccbd7eb8f4753b86fcb43615caf0a81.jpg,801027,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260703_014.jpg,260703,6d07221a3d420b11679f8149205e1876.jpg,402248,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260617_011.jpg,260617,6d2134f3bfaf2b1202d4d7f34bd6dbda.jpg,534038,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_氯化铵2#污水池清淤_260813_002.jpg,260813,6dd9a9955fd3185553d09781047e8482.jpg,527975,氯化铵2#污水池清淤,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260530_009.jpg,260530,6df62bd0ed42520a0783db7b067bd2c2.jpg,3208096,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260726_006.jpg,260726,6df950a697d5bd8d4da5373e789e0e11.jpg,1684747,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260621_004.png,260621,6e05f273728d07024796265da195fe91.png,15335,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260606_004.jpg,260606,6e857ec98d106cbdbf38ca12f754f893.jpg,467711,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_108管子_260730_002.jpg,260730,6e881bc266615a65d89fcfb368a72179.jpg,516773,108管子,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260617_012.jpg,260617,6e8d3a9c893ea1b67aa45b3d30b58e10.jpg,625215,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260714_009.jpg,260714,6e8e9c8dac7e0eea8c106b3bc591616e.jpg,703770,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260608_006.jpg,260608,6e912b1b48edc38f4209b5d74943186c.jpg,387004,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260615_006.jpg,260615,6ec9faac7fe27044bdf5434cd043e403.jpg,542885,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260611_012.jpg,260611,6f129e2c3f9b4db21ba312726b16eec8.jpg,514601,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260714_010.jpg,260714,6f4ccf4be5883d06a032b10bd2032e68.jpg,324683,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260531_008.jpg,260531,6f82ebfb353339fb1c9b14a3d410d2ee.jpg,643344,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260715_009.jpg,260715,6fb87d24f50019d9485838f1f231036c.jpg,673218,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260716_019.jpg,260716,6fd3b742068c4df19d8535a100d17e4e.jpg,1414560,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_氯化铵沟槽_260627_003.jpg,260627,70c04dc443c73c90f1e3f049b50d899a.jpg,625724,氯化铵沟槽,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260723_007.jpg,260723,70c530b2361db8d70819b0651b8ea17d.jpg,626311,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260715_010.jpg,260715,70e16ddda3a2be58311f3deea88a705c.jpg,850056,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260730_003.jpg,260730,7104c10010c816df8197c41d37c44b22.jpg,424001,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260715_011.jpg,260715,7107903f32b789bdac2762649a911549.jpg,1183215,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_氯化铵新增检查井盖板验收_260818_004.jpg,260818,71f106107726bd8cf740d46383ee3e55.jpg,224558,氯化铵新增检查井盖板验收,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260615_007.jpg,260615,72e842c591dcd7563efa40bea04c669b.jpg,474743,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260628_005.jpg,260628,732176749269790af0ed296ecca40fcb.jpg,495134,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260715_012.jpg,260715,7323b039ee7bfa95767443ebce8f0fe8.jpg,633179,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_纯碱混凝土沟槽_260808_001.jpg,260808,735005861ef84fd2bfc092c2781dd67a.jpg,457028,纯碱混凝土沟槽,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260716_020.jpg,260716,73743b421bc99c3c736de6ad5cf6995d.jpg,1146606,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260725_004.jpg,260725,73c1e2aaecac758ad28b634974f2fde5.jpg,618002,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260628_006.jpg,260628,743bd2ef3dc2fc0a9db59a918989e840.jpg,7805147,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_氯化铵1号池子_260626_002.jpg,260626,74cedff4b842a80a840983c3ed909584.jpg,299891,氯化铵1号池子,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260616_003.jpg,260616,7525399b5b0bcf0c94971c497aded587.jpg,527458,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_检查井盖板_260808_005.jpg,260808,75315d3324de694adacb043344297a14.jpg,542732,检查井盖板,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
