项目,文件名,日期,原文件名,大小,描述,置信度,时长秒,分辨率,帧率,有无音轨,重复于,可用起点秒,可用终点秒,功能位,画质等级,画面元素,镜头特征,工序阶段,脱敏风险,缩略图路径,标注执行者,标注日期,复核状态
化工群,化工_现场施工_260707_009.jpg,260707,955cc145e77cbff06408c13c6a228415.jpg,1041621,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_氯化铵1号池子_260626_003.jpg,260626,977af8a80036d2583c1e4cf6a294c973.jpg,465016,氯化铵1号池子,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260706_006.jpg,260706,97a1e763df535afd2bf6f4e35055a9fa.jpg,472005,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260724_007.jpg,260724,9815ab90ef479ea88283e15924dbf36d.jpg,519025,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260607_004.jpg,260607,98442bb91d3de66e007d9d1a206594f7.jpg,350847,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260624_006.jpg,260624,9864f38bcf46967157cb64488a4fb1de.jpg,348288,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260610_014.jpg,260610,9a1665707cfc934def5e5f5baf779f86.jpg,1023631,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_氯化铵应急污水池_260716_002.jpg,260716,9a2592f331eb0306d19088f55e292b60.jpg,553574,氯化铵应急污水池,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_检查井盖板_260808_007.jpg,260808,9a3dca2493c93c6867896e3d24fb5842.jpg,575654,检查井盖板,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_氯化铵8-14#盖板_260816_006.jpg,260816,9a493135802e49e44cbf414188d7d837.jpg,536202,氯化铵8-14#盖板,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260808_003.jpg,260808,9a65d8e838449fa09b2cc30f1998ef0e.jpg,353837,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_2#污水池托盘_260818_001.jpg,260818,9ac1235e4cdc0139c48e0ce74c2adb68.jpg,409717,2#污水池托盘,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_氯化铵沟槽_260627_005.jpg,260627,9b5d14db60dca1d15da695a06dd18286.jpg,223340,氯化铵沟槽,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260601_013.jpg,260601,9c6e55585e218c1e04dff2321bd853a1.jpg,752721,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260711_010.jpg,260711,9c7423f5f22bdd270ed92d48f7461c27.jpg,484392,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260530_011.jpg,260530,9ca379a0f15bcbe97106df532a9f93cd.jpg,800820,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260601_014.jpg,260601,9cc0ee46ca1379a2ee3ce19c89cbdf18.jpg,448616,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260605_005.jpg,260605,9d0ab76a6e1d6d5074caa3c4c1a20a2c.jpg,3588648,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_J05-J07_260703_003.jpg,260703,9d6f8e348698bacbe057e8ba7fad7cdf.jpg,477378,J05-J07,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260528_004.jpg,260528,9d7ebfc08075b3df86067726830cfea7.jpg,323870,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260616_006.jpg,260616,9d85b2dffcf6961782f176015a09d230.jpg,533967,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260602_005.jpg,260602,9dc72501fcbe5518adacd51804c9a439.jpg,176237,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260625_013.jpg,260625,9e02b275dd1a6604ec91a3f4724164c6.jpg,450589,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260621_005.jpg,260621,9e3501a2167ab91b9ddcd51f6e2bddad.jpg,186660,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260628_007.jpg,260628,9e78163b3db0e38fdbee12f0b8215b97.jpg,5934293,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260601_015.jpg,260601,9e8dfb23702f776ecb40d1d7be8c1c2c.jpg,536985,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260714_017.jpg,260714,9e9faf80c8896f4972b5474682e25a49.jpg,342854,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260701_010.jpg,260701,9ec8972e62764f6073121127027f8f53.jpg,447791,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260717_022.jpg,260717,9f2635a46f49a75f5cbb1d7bed5b3d75.jpg,703098,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260725_005.jpg,260725,9f34dbb0541596e1f1a21bfdcb5f2dfb.jpg,240297,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_纯碱沟槽_260624_002.jpg,260624,9f984296a1de20948038240c37b2630c.jpg,473742,纯碱沟槽,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_纯碱_260803_002.jpg,260803,9fb28fd6f990b20383c087db39fe1543.jpg,435709,纯碱,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_煤油实验_260628_002.jpg,260628,9fd5bc610ecb8c32d8b09c40cf7edecd.jpg,493197,煤油实验,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260703_020.jpg,260703,9fdba0ebedafd9aeca48db3a19bd414c.jpg,232490,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_检查井角铁_260726_001.jpg,260726,J-01.jpg,567497,检查井角铁,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_检查井角铁_260726_002.jpg,260726,J-02.jpg,491338,检查井角铁,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_检查井角铁_260726_003.jpg,260726,J-03.jpg,620619,检查井角铁,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_检查井角铁_260726_004.jpg,260726,J-05.jpg,622343,检查井角铁,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_检查井角铁_260726_005.jpg,260726,J-06.jpg,567374,检查井角铁,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_检查井角铁_260726_006.jpg,260726,J-07.jpg,578578,检查井角铁,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_检查井角铁_260726_007.jpg,260726,J-08.jpg,531130,检查井角铁,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_验收_260703_004.jpg,260703,J-08检查井.jpg,533596,验收,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_检查井角铁_260726_008.jpg,260726,J-09.jpg,470549,检查井角铁,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_验收_260703_005.jpg,260703,J-09检查井.jpg,544706,验收,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260622_007.jpg,260622,a039bdc9f90c38140503ed2fb9c48a6f.jpg,780837,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260714_018.jpg,260714,a05a3b53b79fd8ddfe415957d29cff40.jpg,609346,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260601_016.jpg,260601,a078ad0014afe9dfedcb15d1b336eac9.jpg,771218,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260806_003.jpg,260806,a0aeabbf71b2a73bdaef45f6f6a76ea1.jpg,381480,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260627_003.jpg,260627,a182fa8814667829d109585fb4cdf578.jpg,527304,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_J-04_260703_001.jpg,260703,a1a0d979bc60404cf9c0ea27ca69e722.jpg,567247,J-04,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260715_017.jpg,260715,a21cac37ffb3c24a11bdf867e0c3db5a.jpg,602295,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260615_008.jpg,260615,a21f663781239ac9e680f8fc8098b8e4.jpg,394411,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260611_015.jpg,260611,a259d0729bebd388a1603cd89c7482f6.jpg,443924,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260817_002.jpg,260817,a267b1f5d2205b62a0c04fa7ace9e6b4.jpg,123684,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260615_009.jpg,260615,a2e062b131b202a45bddef9006aca81d.jpg,279015,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260807_006.jpg,260807,a32a0724b4331baeb1c03b19acb77a1b.jpg,924928,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260628_008.jpg,260628,a33916bed6ac6f4c1c8d09dafaafed7e.jpg,845835,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260810_002.jpg,260810,a3512f32b80d1ba0fe4823955f674de9.jpg,1519952,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260717_023.jpg,260717,a37f4bfda7ff0fa75f3ad419cba186b1.jpg,708514,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260624_007.jpg,260624,a384a72bfe950a6a34544391e2c78c09.jpg,551975,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260613_016.jpg,260613,a39635669098ee28fb689bd50d673a58.jpg,375565,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260709_005.jpg,260709,a39e08fc0e0693df549cc287292a9134.jpg,644348,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_1#氮氨泵沟槽_260727_001.jpg,260727,a3a6252f9c3edca9a6807aa1b89bec85.jpg,637040,1#氮氨泵沟槽,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260714_019.jpg,260714,a3f54e9cefdd65d2c0cbcd439fb8e1de.jpg,602800,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260730_004.jpg,260730,a3f68b876fde034e184dceeb6d9ed985.jpg,235641,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260614_014.jpg,260614,a404097be96b48b217306d6cfc4dcb3d.jpg,483212,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260803_009.jpg,260803,a45985701f472330a2a9c0819597a163.jpg,563148,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260720_003.jpg,260720,a4b0a8fa633b99cd60ca64f8cb488fa8.jpg,603406,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260627_004.jpg,260627,a4d3fa8625484d5545fb430b646f4c5c.jpg,180235,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260705_010.png,260705,a4e61c21c23b808f57f1fff4bb3db71b.png,16474,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_108管子_260730_003.jpg,260730,a4ed34f4eeff95dcf6933be0ddfa6dfc.jpg,500570,108管子,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260803_010.jpg,260803,a50fab11b0a7720ba63c03700de1a0cf.jpg,626085,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260629_004.jpg,260629,a596e2c016d7b876116cc0fb643070af.jpg,905954,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260624_008.jpg,260624,a65d8ad88834a7c89c1a362f99dfe8e7.jpg,284591,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260622_008.jpg,260622,a67938e3250cca1e4e4fc40780e6363f.jpg,1567650,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260530_012.jpg,260530,a69622dc44b2dbe1aa718b7205bc6757.jpg,750201,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260602_006.jpg,260602,a6c7408c904ada6c1a7d69f35770f6ce.jpg,565711,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260613_017.jpg,260613,a6f3eb764bfe9c50e2fc79b23cee0ef5.jpg,950740,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260629_005.jpg,260629,a788181a4f0b00e52c18351912b8bfc8.jpg,381293,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260615_010.jpg,260615,a7b1d720acbdd3610ae3853146b4a050.jpg,351590,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_氯化铵沟槽_260627_006.jpg,260627,a7f367f8a27dcea51a85faf6a4ca7408.jpg,636002,氯化铵沟槽,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260717_024.jpg,260717,a8260876ddd068b42c3eeabfc31f3c8e.jpg,1302684,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260531_009.jpg,260531,a83d600fd269beb1d3ed4538acb39d9e.jpg,678436,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260601_017.jpg,260601,a85cb8a7d139411468c563e3421df3de.jpg,739183,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_验收_260703_006.jpg,260703,a8893c68e104d8eb554ecd692bf5701a.jpg,528432,验收,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260807_007.jpg,260807,a8dd4db3e298254abf2c3e962e02e9a6.jpg,879993,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260704_010.jpg,260704,a8fa4fc9f858ee9b07d137d379e81ceb.jpg,425664,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260716_022.jpg,260716,a9183947fd7d5e28dd165e84fee1e9e8.jpg,711528,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_纯碱6#_260715_003.jpg,260715,a96d27e18ab012869d428055d92e5f8a.jpg,546151,纯碱6#,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260714_020.jpg,260714,a972de9fd12609f1b46310daaf38882d.jpg,599079,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_纯碱沟槽_260626_003.jpg,260626,a973d9b56e7af214e0a2c9cdb1aaa888.jpg,563917,纯碱沟槽,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260622_009.jpg,260622,a9bc0254a25c05ae79b15afab4dbe8be.jpg,394876,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260628_009.jpg,260628,a9fe7becebebcb28ea2d1d1caf228a09.jpg,363757,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_新建_260717_001.jpg,260717,aa08049658b60b7290c121c2223bfa71.jpg,393222,新建,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260609_008.jpg,260609,aa138e052b29ed7a7bad9f2e1296abb5.jpg,487738,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260618_011.jpg,260618,aa38188850d67c6bd2a0e1b5f5348a21.jpg,494640,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260711_011.png,260711,aa8dd5d9e678959a7788366ab2bc7532.png,20169,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_氯化铵10 11#污水池_260706_002.jpg,260706,aa950fc6eb85d3711259b713ed537f3a.jpg,554777,氯化铵10 11#污水池,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260627_005.jpg,260627,aa9d4de1df970da549533bd8d8b91837.jpg,514311,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_纯碱沟槽_260624_003.jpg,260624,aabdd7aaebe1a2f0083c68be2b6078dc.jpg,600483,纯碱沟槽,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260717_025.jpg,260717,aad908e209807763113aa12bd641294e.jpg,1351569,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260608_009.jpg,260608,aaf376689ff200c82593ea1dd05a1606.jpg,427751,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260614_015.jpg,260614,aafb6ff0678fdf966ec08b55c2d4274b.jpg,577048,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260705_011.jpg,260705,ab3a958b57d360b791a8a9cc0fc17779.jpg,6660589,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_检查井盖板_260809_001.jpg,260809,abd9236c5d91446898e94b1bb66a2e25.jpg,463183,检查井盖板,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260628_010.jpg,260628,abe01e7a0b20e24c6b2dc36235a11c92.jpg,1468577,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260602_007.jpg,260602,abf00019d363910a04166fd917270748.jpg,418330,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_验收_260703_007.jpg,260703,abfd69df974f5be849560355fc809f10.jpg,533653,验收,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_氯化铵应急污水池_260715_001.jpg,260715,ac1b1d160febf6c06e85574ff10bfbba.jpg,321058,氯化铵应急污水池,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260615_011.jpg,260615,ac3c0f36a3d4910e4906031617148427.jpg,451157,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260804_005.jpg,260804,ac63b4c1e132d7a265335d916600a603.jpg,450744,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260611_016.jpg,260611,ac8b0dba53bc8c74e96af7e49206e258.jpg,388483,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260726_009.jpg,260726,ac94e1b850661712c05d188b66b4c8eb.jpg,615549,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260608_010.jpg,260608,acbb33d56d4ebfbf58773cbbbcc9792a.jpg,471218,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260801_005.jpg,260801,acd11056b58c33f93c176f25a963b56e.jpg,1006606,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260613_018.jpg,260613,ad3a3f11afe3ef43032039fd9d75596f.jpg,540471,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260627_006.jpg,260627,ad52b5a86a0c76ee2ec8f5aaf4656cf8.jpg,446685,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_煤油实验_260628_003.jpg,260628,ad8094a849765686aaea522323b78c58.jpg,219980,煤油实验,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260720_004.jpg,260720,ad8e877783767c048cd4578ebaaf81ea.jpg,818261,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260613_019.jpg,260613,ada72a7e3820cb650c6b2915e89dd951.jpg,392788,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_1#2#氮氨泵_260728_004.jpg,260728,ada75d117a495f73e99fafe69c5da72a.jpg,367226,1#2#氮氨泵,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260725_006.jpg,260725,adc2a8dca3de2e7f1e46547be415529f.jpg,510616,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260610_015.jpg,260610,adc7e183144dd6e82d920c0736c23368.jpg,1023631,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260814_002.jpg,260814,adcd000e8b1b93d4996a787a37eef732.jpg,720387,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260718_001.jpg,260718,add4b9535a86c43cce385562c246df0c.jpg,631346,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260704_011.jpg,260704,ae06174cb71bea941d7148669370571d.jpg,441852,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_纯碱5#污水池C30地坪_260808_001.jpg,260808,ae4386680bf4a77ce0a75de1d04db318.jpg,386895,纯碱5#污水池C30地坪,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260601_018.jpg,260601,ae69a01f8a6009f16a9a7e7157e7089a.jpg,903546,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260528_005.jpg,260528,aea678c4d6b68a24a656c8edf2cd1af1.jpg,406827,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260708_012.jpg,260708,aef2593d7fe9cd35abd56a475996aba5.jpg,1349229,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260713_004.jpg,260713,af0690390871eb0245c8f2f08b3bf9e6.jpg,499162,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260615_012.jpg,260615,af164e60f7a7749aebaf28c17b56eda8.jpg,342360,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260707_010.jpg,260707,af199edaf20e5b91aff621ba52684ab2.jpg,433620,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260725_007.jpg,260725,af23c194384acb4692967527e99ea35f.jpg,569178,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_J-01、J-02、J-03_260717_003.jpg,260717,af4fa8530bc8bf67880b702c7af5d32a.jpg,377449,J-01、J-02、J-03,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260615_013.jpg,260615,afd43ea4649345b74a5d7cae7072a094.jpg,520953,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260805_003.jpg,260805,afd77b7d09ac9e1f47d4a489ecfb6d40.jpg,448371,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260725_008.jpg,260725,b020800b9505b3768ea6e122c8088217.jpg,721173,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260708_013.jpg,260708,b078ce122d8f797d7385bd2ccb93d34e.jpg,1062184,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260803_011.jpg,260803,b08c237fe59fde52efcbac4085b0dbba.jpg,435709,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260605_006.jpg,260605,b10f0c152f640a5105ca38ceb95760a2.jpg,777094,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260715_018.jpg,260715,b1137b8220139211bf8d2ea0ef6e7362.jpg,421713,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260705_012.jpg,260705,b13c26970570c1479c938264561c607b.jpg,1011678,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_氯化铵5 6 8#污水池_260711_007.jpg,260711,b1ab0d8ea82fcf7c72508a35ac4571c4.jpg,351808,氯化铵5 6 8#污水池,高,,,,,,,,,,,,验收,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260628_011.jpg,260628,b1bed7cb64ea4ac0b6d70234883f2379.jpg,6862959,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260614_016.jpg,260614,b2187982f8f8992614e687806e8c9761.jpg,283350,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260808_004.jpg,260808,b2a633012058b21f31bf72c2d0bea7bb.jpg,350959,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260717_026.jpg,260717,b3086d9e414e68f92f32f71654f7d5e9.jpg,378201,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260716_023.jpg,260716,b331bc356fa47635c9bdc7bdaf8db6de.jpg,709315,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260628_012.jpg,260628,b367656ee79996e7da2b57701961684e.jpg,950998,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260607_005.jpg,260607,b37a40045d3813f7a2a569f860d9c172.jpg,381580,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
化工群,化工_现场施工_260811_002.jpg,260811,b38db48c19f37248b248ab412f52d6e3.jpg,411464,现场施工,高,,,,,,,,,,,,施工,无,,程序化,260822,已复核通过
